ra,dec,Class
130.9932,13.550399780273438,Barred
131.011,55.231702,UnBarred
131.0147,38.844600677490234,Barred
131.04472,53.980697,UnBarred
131.11302,53.487792,UnBarred
131.1352,22.919700622558594,Barred
131.21096,43.04681,UnBarred
131.24771,9.7782418,UnBarred
131.2674,19.4060001373291,Barred
131.27382,40.559507,UnBarred
131.2854,27.11520004272461,Barred
131.319,27.588600158691406,Barred
131.3267,41.47679901123047,Barred
131.33093,41.272368,UnBarred
131.33336,50.236183,UnBarred
131.3608,41.925498962402344,Barred
131.36417,34.419217,UnBarred
131.38163,53.959021,UnBarred
131.42736,41.39513,UnBarred
131.4751,10.68340015411377,Barred
131.4862,51.11830139160156,Barred
131.5049,34.1880989074707,Barred
131.50927,52.533072,UnBarred
131.566,31.274599075317383,Barred
131.63525,29.598717,UnBarred
131.66885,2.4080189,UnBarred
131.69182,1.8308142,UnBarred
131.72521,2.5014606,UnBarred
131.72623,2.5600552,UnBarred
131.75945,55.655687,UnBarred
131.76052,31.429779,UnBarred
131.8482,38.04130172729492,Barred
131.86646,3.6690059,UnBarred
131.88396,31.712402,UnBarred
131.89448,46.246247,UnBarred
131.93906,39.536345,UnBarred
131.94986,0.65370924,UnBarred
132.0114,4.268499851226807,Barred
132.01384,37.662761,UnBarred
132.02977,54.723875,UnBarred
132.02999,46.57989,UnBarred
132.04404,39.855869,UnBarred
132.05452,34.177794,UnBarred
132.09662,4.3876256,UnBarred
132.1037,18.194000244140625,Barred
132.1095,18.034099578857422,Barred
132.1121,61.60810089111328,Barred
132.11778,1.3972566,UnBarred
132.1188,10.789899826049805,Barred
132.25501,41.199224,UnBarred
132.26525,53.74933,UnBarred
132.2804,38.936100006103516,Barred
132.3057,0.8518999814987183,Barred
132.35548,40.858761,UnBarred
132.37926,39.209703,UnBarred
132.4041,64.36160278320312,Barred
132.42403,36.834015,UnBarred
132.43704,57.156458,UnBarred
132.44098,1.0105389,UnBarred
132.4727,8.732399940490723,Barred
132.50911,49.477791,UnBarred
132.56254,53.675552,UnBarred
132.58369,42.162959,UnBarred
132.6327,46.16350173950195,Barred
132.64121,40.397998,UnBarred
132.6443,55.539798736572266,Barred
132.654,57.35969924926758,Barred
132.67953,1.3506834,UnBarred
132.7049,36.799400329589844,Barred
132.79772,4.8806006,UnBarred
132.8036,1.061900019645691,Barred
132.8089,25.353200912475586,Barred
132.8359,38.48210144042969,Barred
133.0466,48.73979949951172,Barred
133.10044,52.998978,UnBarred
133.1213,56.112701416015625,Barred
133.13219,6.9844126,UnBarred
133.1551,8.453800201416016,Barred
133.17971,40.898479,UnBarred
133.2517,35.64149856567383,Barred
133.29718,9.1481623,UnBarred
133.29757,37.135141,UnBarred
133.3274,4.256199836730957,Barred
133.35675,54.90989,UnBarred
133.35922,45.769391,UnBarred
133.3775,20.590599060058594,Barred
133.3892,36.67179870605469,Barred
133.45257,57.171818,UnBarred
133.48151,54.355121,UnBarred
133.4945,0.3499999940395355,Barred
133.51835,0.85318721,UnBarred
133.51888,29.053544,UnBarred
133.53548,0.49856824,UnBarred
133.5464,24.48870086669922,Barred
133.59886,39.250835,UnBarred
133.6326,36.50960159301758,Barred
133.6395,7.748600006103516,Barred
133.6805,22.42690086364746,Barred
133.7213,39.65840148925781,Barred
133.7232,53.69049835205078,Barred
133.7365,17.87459945678711,Barred
133.75763,39.55288,UnBarred
133.78755,52.47051,UnBarred
133.7983,49.122625,UnBarred
133.8563,38.70500183105469,Barred
133.8916,6.659200191497803,Barred
133.8983,59.36800003051758,Barred
133.92493,4.9948005,UnBarred
133.95948,0.83114712,UnBarred
133.96189,38.13056,UnBarred
133.9737,20.313899993896484,Barred
133.98837,6.3363231,UnBarred
134.03799,34.691447,UnBarred
134.04907,31.13204,UnBarred
134.07562,32.706009,UnBarred
134.07802,-0.44150027,UnBarred
134.1264,22.05940055847168,Barred
134.1326,11.841099739074707,Barred
134.1327,36.2765007019043,Barred
134.14784,39.05644,UnBarred
134.19857,29.9186,UnBarred
134.21926,10.378272,UnBarred
134.27151,31.133549,UnBarred
134.40101,39.192398,UnBarred
134.4108,40.55400085449219,Barred
134.4253,13.89579963684082,Barred
134.48906,0.17119527,UnBarred
134.59964,39.397291,UnBarred
134.6192,0.023499999195337296,Barred
134.62702,2.9254822,UnBarred
134.64844,4.624446,UnBarred
134.6631,57.3755989074707,Barred
134.7276,35.75579833984375,Barred
134.7946,5.3983001708984375,Barred
134.81597,39.685335,UnBarred
134.82996,0.79775446,UnBarred
134.8958,17.38610076904297,Barred
134.91043,56.878904,UnBarred
134.9137,7.8231000900268555,Barred
134.94534,-0.0056065137,UnBarred
134.96457,51.746672,UnBarred
135.02106,0.079647872,UnBarred
135.0729,54.33992,UnBarred
135.15032,46.686491,UnBarred
135.15834,1.4699655,UnBarred
135.24514,52.275612,UnBarred
135.2503,31.090700149536133,Barred
135.26799,33.250256,UnBarred
135.2988,64.3230972290039,Barred
135.3101,13.748499870300293,Barred
135.36399,-0.41842586,UnBarred
135.38028,38.470253,UnBarred
135.41388,42.202722,UnBarred
135.4827,46.64059829711914,Barred
135.49058,0.28417328,UnBarred
135.50526,7.3813605,UnBarred
135.52746,3.4977085,UnBarred
135.60331,55.390146,UnBarred
135.60584,55.60924,UnBarred
135.7181,40.32529830932617,Barred
135.7355,16.262300491333008,Barred
135.7467,6.32909,UnBarred
135.7974,7.95359992980957,Barred
135.8123,9.240500450134277,Barred
135.8334,40.46475,UnBarred
135.835,13.694999694824219,Barred
135.83608,36.586194,UnBarred
135.83825,46.754726,UnBarred
135.8468,19.066099166870117,Barred
135.889,3.3757998943328857,Barred
135.9125,17.652799606323242,Barred
136.01035,51.470465,UnBarred
136.0299,30.882988,UnBarred
136.07194,52.067952,UnBarred
136.12792,51.945669,UnBarred
136.16478,5.5120507,UnBarred
136.2003,40.59170150756836,Barred
136.2192,33.303199768066406,Barred
136.2283,28.384300231933594,Barred
136.35137,51.460149,UnBarred
136.47356,48.820224,UnBarred
136.47728,3.0784534,UnBarred
136.5208,51.73529815673828,Barred
136.5492,20.853200912475586,Barred
136.6481,41.37969970703125,Barred
136.6515,56.61819839477539,Barred
136.66732,6.5624007,UnBarred
136.6762,11.581899642944336,Barred
136.70312,56.316081,UnBarred
136.70782,48.772462,UnBarred
136.73564,46.204452,UnBarred
136.75687,41.279298,UnBarred
136.76988,36.11296,UnBarred
136.82497,40.597603,UnBarred
136.84249,43.275418,UnBarred
136.92923,49.552195,UnBarred
136.95271,52.202736,UnBarred
136.97424,49.614903,UnBarred
136.9791,50.71580123901367,Barred
137.02417,49.910856,UnBarred
137.0893,17.486099243164062,Barred
137.09531,49.430105,UnBarred
137.10014,2.0000922,UnBarred
137.10995,35.63197,UnBarred
137.11637,47.321631,UnBarred
137.1185,28.910999298095703,Barred
137.1208,38.725184,UnBarred
137.1419,3.6775999069213867,Barred
137.1565,10.388199806213379,Barred
137.18217,30.891367,UnBarred
137.19835,37.501604,UnBarred
137.22319,32.253018,UnBarred
137.2367,23.795799255371094,Barred
137.23719,52.263431,UnBarred
137.25327,49.96304,UnBarred
137.26038,53.894549,UnBarred
137.2697,20.097299575805664,Barred
137.27051,48.410987,UnBarred
137.3164,32.393001556396484,Barred
137.3212,39.73680114746094,Barred
137.33591,45.065532,UnBarred
137.3885,52.324798583984375,Barred
137.38951,32.506356,UnBarred
137.4711,35.70479965209961,Barred
137.47725,50.41827,UnBarred
137.5195,52.067104,UnBarred
137.5624,46.29330062866211,Barred
137.5987,22.734399795532227,Barred
137.62908,54.394706,UnBarred
137.63723,1.5989019,UnBarred
137.6629,26.52680015563965,Barred
137.68129,40.594068,UnBarred
137.6935,33.377498626708984,Barred
137.6993,61.97079849243164,Barred
137.73936,50.558868,UnBarred
137.7497,16.57550048828125,Barred
137.80857,50.129778,UnBarred
137.8669,64.47530364990234,Barred
137.8744,22.60810089111328,Barred
137.8745,2.6949000358581543,Barred
137.91,2.916599988937378,Barred
137.9381,55.39609909057617,Barred
137.9384,37.28089904785156,Barred
138.0608,49.76129913330078,Barred
138.06651,55.692702,UnBarred
138.0838,34.260101318359375,Barred
138.0946,16.637699127197266,Barred
138.1049,47.54759979248047,Barred
138.10824,35.179361,UnBarred
138.1168,53.26300048828125,Barred
138.1639,12.842700004577637,Barred
138.1764,35.94609832763672,Barred
138.19965,9.8864164,UnBarred
138.20927,40.498739,UnBarred
138.30129,51.281511,UnBarred
138.30175,5.6108721,UnBarred
138.34869,43.976148,UnBarred
138.3765,56.8578987121582,Barred
138.3918,-0.25270000100135803,Barred
138.4489,32.87670135498047,Barred
138.46201,50.164593,UnBarred
138.46331,46.421144,UnBarred
138.46647,50.842695,UnBarred
138.59476,36.31587,UnBarred
138.6194,66.66709899902344,Barred
138.63047,49.282628,UnBarred
138.73065,4.6339874,UnBarred
138.7501,37.67219924926758,Barred
138.75642,40.036496,UnBarred
138.77,41.99689865112305,Barred
138.80873,3.7033989,UnBarred
138.81024,58.200034,UnBarred
138.813,17.768999099731445,Barred
138.83776,54.998901,UnBarred
138.852,10.915200233459473,Barred
138.85814,55.059627,UnBarred
138.92897,51.892665,UnBarred
138.9977,10.164899826049805,Barred
139.04156,49.62556,UnBarred
139.07918,41.549948,UnBarred
139.10519,7.0954154,UnBarred
139.11692,42.138548,UnBarred
139.18084,53.516283,UnBarred
139.1934,44.39849853515625,Barred
139.2672,20.0935001373291,Barred
139.27513,48.57478,UnBarred
139.3725,3.3163194,UnBarred
139.39555,-0.58265432,UnBarred
139.4515,40.47100067138672,Barred
139.51614,6.9563701,UnBarred
139.56319,39.481699,UnBarred
139.56719,47.948768,UnBarred
139.5798,13.123700141906738,Barred
139.5845,40.23310089111328,Barred
139.58655,40.998484,UnBarred
139.63169,52.421282,UnBarred
139.6468,33.86800003051758,Barred
139.67279,33.418075,UnBarred
139.6738,52.423291,UnBarred
139.71043,53.554167,UnBarred
139.73016,42.003621,UnBarred
139.76116,45.412857,UnBarred
139.82042,6.2114199,UnBarred
139.87827,38.96597,UnBarred
139.9356,28.93779945373535,Barred
139.93635,54.937361,UnBarred
139.97679,33.107273,UnBarred
139.9879,26.789899826049805,Barred
139.99567,45.070953,UnBarred
140.00301,33.002792,UnBarred
140.01505,55.931147,UnBarred
140.02361,55.553943,UnBarred
140.0661,42.374000549316406,Barred
140.11701,46.938971,UnBarred
140.1274,51.67599868774414,Barred
140.29293,1.4727391,UnBarred
140.3282,18.213600158691406,Barred
140.49845,3.3785264,UnBarred
140.4992,6.014900207519531,Barred
140.57223,-0.54695052,UnBarred
140.64228,3.0836954,UnBarred
140.64649,8.7536019,UnBarred
140.6513,16.848800659179688,Barred
140.68627,8.7478711,UnBarred
140.68725,-0.3488345,UnBarred
140.72047,51.545473,UnBarred
140.74389,43.079884,UnBarred
140.80567,2.6013389,UnBarred
140.83659,40.410843,UnBarred
140.88604,33.754956,UnBarred
141.00458,5.2093898,UnBarred
141.0067,44.95445,UnBarred
141.05739,51.508035,UnBarred
141.09062,40.624363,UnBarred
141.0943,15.92609977722168,Barred
141.1689,8.2544399,UnBarred
141.1809,22.322900772094727,Barred
141.23184,55.896668,UnBarred
141.23378,40.327221,UnBarred
141.2392,11.541500091552734,Barred
141.2562,38.34400177001953,Barred
141.3225,29.491899490356445,Barred
141.32776,55.587588,UnBarred
141.34439,39.565341,UnBarred
141.4869,27.674699783325195,Barred
141.5706,6.800099849700928,Barred
141.5829,50.570899963378906,Barred
141.6191,12.979599952697754,Barred
141.62931,8.351053,UnBarred
141.6393,48.011600494384766,Barred
141.68636,1.1542741,UnBarred
141.69584,39.548095,UnBarred
141.7334,43.535233,UnBarred
141.7446,20.158199310302734,Barred
141.77756,9.5554104,UnBarred
141.7822,62.756500244140625,Barred
141.801,51.66339874267578,Barred
141.8435,58.698299407958984,Barred
141.9001,12.930700302124023,Barred
141.91306,7.0796802,UnBarred
141.92143,55.917358,UnBarred
141.92362,3.9941915,UnBarred
141.94896,59.135697,UnBarred
141.9601,58.54280090332031,Barred
142.02042,2.580656,UnBarred
142.0379,8.236800193786621,Barred
142.1538,24.719100952148438,Barred
142.16432,55.176396,UnBarred
142.16934,46.269855,UnBarred
142.18391,44.816124,UnBarred
142.23139,33.380105,UnBarred
142.24959,40.278278,UnBarred
142.3299,16.102399826049805,Barred
142.38683,39.358794,UnBarred
142.38777,36.18076,UnBarred
142.5651,36.69260025024414,Barred
142.63031,39.297236,UnBarred
142.6389,31.575199127197266,Barred
142.65461,1.9956767,UnBarred
142.67962,47.644862,UnBarred
142.74476,3.8077075,UnBarred
142.76826,45.764808,UnBarred
142.77704,48.051081,UnBarred
142.7782,49.07979965209961,Barred
142.8161,2.6923999786376953,Barred
142.8529,-0.35280001163482666,Barred
142.8721,14.496299743652344,Barred
142.90206,6.9523897,UnBarred
142.9209,41.26729965209961,Barred
142.95276,7.4014349,UnBarred
142.96734,7.580785,UnBarred
143.0168,21.373300552368164,Barred
143.0392,24.055099487304688,Barred
143.0401,39.50469970703125,Barred
143.1098,10.106900215148926,Barred
143.1763,2.533600091934204,Barred
143.1773,41.55699920654297,Barred
143.20263,58.749387,UnBarred
143.20524,62.336744,UnBarred
143.21515,42.058861,UnBarred
143.2643,10.814599990844727,Barred
143.28119,41.173807,UnBarred
143.28803,49.050347,UnBarred
143.314,5.5582026,UnBarred
143.3673,44.24639892578125,Barred
143.3724,0.65916044,UnBarred
143.3815,44.929100036621094,Barred
143.4777,40.547698974609375,Barred
143.5185,17.831899642944336,Barred
143.57818,59.185244,UnBarred
143.6084,23.075700759887695,Barred
143.69279,34.706059,UnBarred
143.7405,52.365501403808594,Barred
143.7502,30.572399139404297,Barred
143.79818,2.5720869,UnBarred
143.81396,33.984525,UnBarred
143.9194,34.34230041503906,Barred
143.93965,9.7624963,UnBarred
143.9896,54.99340057373047,Barred
144.0285,41.1953010559082,Barred
144.0291,3.0116834,UnBarred
144.0598,48.74570083618164,Barred
144.1285,28.11639976501465,Barred
144.1469,34.94139862060547,Barred
144.32887,39.776298,UnBarred
144.34709,49.088124,UnBarred
144.3704,-0.28940001130104065,Barred
144.4728,38.955502,UnBarred
144.4857,11.204700469970703,Barred
144.4896,3.4629353,UnBarred
144.67145,51.826071,UnBarred
144.7113,66.57389831542969,Barred
144.7251,60.83110046386719,Barred
144.74375,4.1612766,UnBarred
144.84328,36.574593,UnBarred
144.9083,59.79130172729492,Barred
145.1371,25.49049949645996,Barred
145.20687,56.661533,UnBarred
145.30392,61.061305,UnBarred
145.3957,13.37969970703125,Barred
145.40757,48.670573,UnBarred
145.4153,11.83080005645752,Barred
145.46232,12.183763,UnBarred
145.47982,41.409359,UnBarred
145.4872,-0.8069000244140625,Barred
145.4962,57.06439971923828,Barred
145.5866,55.742401123046875,Barred
145.5905,4.354499816894531,Barred
145.61499,39.658539,UnBarred
145.63112,7.0990482,UnBarred
145.6315,26.840099334716797,Barred
145.6428,51.35210037231445,Barred
145.65228,2.5711671,UnBarred
145.80019,0.41417226,UnBarred
146.02091,0.7335569,UnBarred
146.03185,56.07636,UnBarred
146.0338,22.58489990234375,Barred
146.0448,39.6416015625,Barred
146.0544,35.42210006713867,Barred
146.0626,3.0478999614715576,Barred
146.0732,9.6697998046875,Barred
146.07462,2.8274604,UnBarred
146.08686,4.5921864,UnBarred
146.08805,39.833188,UnBarred
146.1009,48.531898498535156,Barred
146.1308,19.08810043334961,Barred
146.1347,8.63759994506836,Barred
146.14572,55.762829,UnBarred
146.15887,55.237612,UnBarred
146.16717,61.791775,UnBarred
146.19498,7.23245,UnBarred
146.1961,51.688719,UnBarred
146.2245,34.16299819946289,Barred
146.27419,51.52299,UnBarred
146.2978,18.002399444580078,Barred
146.29988,-0.12001413,UnBarred
146.30582,39.438511,UnBarred
146.3134,34.71229934692383,Barred
146.3202,11.531299591064453,Barred
146.3702,43.60350036621094,Barred
146.39806,57.240078,UnBarred
146.4674,54.90879821777344,Barred
146.4674,54.908819,UnBarred
146.46892,-0.092843508,UnBarred
146.48835,2.8418461,UnBarred
146.49496,43.304947,UnBarred
146.5251,9.0947077,UnBarred
146.52652,42.275712,UnBarred
146.535,25.688100814819336,Barred
146.67765,52.664728,UnBarred
146.68937,54.426929,UnBarred
146.74975,2.5614228,UnBarred
146.77121,54.421356,UnBarred
146.7754,11.702799797058105,Barred
146.78675,42.190448,UnBarred
146.9388,9.139800071716309,Barred
147.0202,50.489477,UnBarred
147.04302,48.630972,UnBarred
147.0623,33.53369903564453,Barred
147.09494,54.007613,UnBarred
147.1393,47.36759948730469,Barred
147.14839,39.061831,UnBarred
147.1705,9.00879955291748,Barred
147.19292,0.27191843,UnBarred
147.19636,1.0532201,UnBarred
147.2177,20.745399475097656,Barred
147.2801,6.219299793243408,Barred
147.3158,54.297298431396484,Barred
147.3295,0.02889999933540821,Barred
147.33497,43.443034,UnBarred
147.3611,4.0031689,UnBarred
147.408,40.690321,UnBarred
147.42427,12.65747,UnBarred
147.44833,43.54776,UnBarred
147.46981,50.864396,UnBarred
147.47124,38.906701,UnBarred
147.63891,52.291435,UnBarred
147.67005,54.189193,UnBarred
147.7832,61.91059875488281,Barred
147.89586,1.1120728,UnBarred
147.9357,12.987099647521973,Barred
147.98028,5.7119705,UnBarred
148.01883,6.209321,UnBarred
148.04989,4.2145547,UnBarred
148.1379,0.9840999841690063,Barred
148.15369,52.221772,UnBarred
148.1561,21.34589958190918,Barred
148.18303,-0.058259826,UnBarred
148.2196,7.438600063323975,Barred
148.25748,7.4601182,UnBarred
148.26092,7.8414872,UnBarred
148.27757,6.7077571,UnBarred
148.3011,45.6885986328125,Barred
148.39708,52.414345,UnBarred
148.41702,3.4835811,UnBarred
148.42241,1.7006708,UnBarred
148.43273,2.3740821,UnBarred
148.5151,45.57609939575195,Barred
148.5391,24.807100296020508,Barred
148.57231,7.1541997,UnBarred
148.58299,7.6922766,UnBarred
148.58456,2.2975632,UnBarred
148.5968,56.885101318359375,Barred
148.61772,2.3941445,UnBarred
148.65513,6.6220913,UnBarred
148.6961,3.93149995803833,Barred
148.8098,38.880001068115234,Barred
148.8399,6.934299945831299,Barred
148.84171,44.440501,UnBarred
148.91869,5.043533,UnBarred
148.9506,12.137900352478027,Barred
148.969,35.965599060058594,Barred
149.01656,10.498853,UnBarred
149.06073,36.420509,UnBarred
149.0644,3.770900011062622,Barred
149.1063,4.33519983291626,Barred
149.14911,1.4285559,UnBarred
149.1576,36.602901458740234,Barred
149.16089,-0.35802021,UnBarred
149.3071,41.10459899902344,Barred
149.3359,36.77190017700195,Barred
149.3608,25.697099685668945,Barred
149.42023,45.258678,UnBarred
149.4277,36.217098236083984,Barred
149.43027,0.6899478,UnBarred
149.44383,57.57809,UnBarred
149.4666,9.851300239562988,Barred
149.545,34.00360107421875,Barred
149.6003,10.362899780273438,Barred
149.6547,-0.92950704,UnBarred
149.6585,28.8710994720459,Barred
149.7208,31.62030029296875,Barred
149.77296,2.636084,UnBarred
149.77966,0.010684931,UnBarred
149.78846,51.515004,UnBarred
149.8723,11.200699806213379,Barred
149.9068,10.33240032196045,Barred
149.98281,47.305254,UnBarred
150.0338,2.765199899673462,Barred
150.0702,19.09149932861328,Barred
150.108,12.87090015411377,Barred
150.1252,11.231100082397461,Barred
150.13205,0.54897864,UnBarred
150.2035,5.432600021362305,Barred
150.2153,18.580299377441406,Barred
150.23817,7.6286943,UnBarred
150.28978,-0.079520709,UnBarred
150.3028,3.828000068664551,Barred
150.3672,14.009200096130371,Barred
150.38048,12.116941,UnBarred
150.39274,6.9320296,UnBarred
150.39922,3.6132774,UnBarred
150.4265,68.26750183105469,Barred
150.44396,61.83195,UnBarred
150.47062,-0.12517918,UnBarred
150.50396,59.25231,UnBarred
150.5563,11.319700241088867,Barred
150.63711,44.788179,UnBarred
150.6686,48.7333984375,Barred
150.67874,4.041297,UnBarred
150.68921,4.4549162,UnBarred
150.7349,43.56060028076172,Barred
150.7421,32.669700622558594,Barred
150.78266,0.045160138,UnBarred
150.8805,7.068399906158447,Barred
150.88812,41.628006,UnBarred
150.8987,37.79629898071289,Barred
150.9088,6.857399940490723,Barred
150.94507,13.394464,UnBarred
150.96482,48.785036,UnBarred
151.0306,19.703399658203125,Barred
151.0447,43.152000427246094,Barred
151.05719,0.81243685,UnBarred
151.0606,29.918800354003906,Barred
151.07121,6.1396542,UnBarred
151.07515,43.173953,UnBarred
151.07731,3.6876454,UnBarred
151.098,54.579957,UnBarred
151.11289,0.5240058,UnBarred
151.1614,1.8895778,UnBarred
151.1929,16.723100662231445,Barred
151.21677,46.690035,UnBarred
151.2209,44.63610076904297,Barred
151.22534,57.497563,UnBarred
151.29944,50.183138,UnBarred
151.31513,0.61036378,UnBarred
151.3238,45.85810089111328,Barred
151.32719,5.5696589,UnBarred
151.3298,53.160301208496094,Barred
151.37152,55.954026,UnBarred
151.3794,44.567164,UnBarred
151.4006,14.56029987335205,Barred
151.4337,54.015043,UnBarred
151.43548,10.276778,UnBarred
151.44608,2.2441186,UnBarred
151.4639,20.804100036621094,Barred
151.4708,13.145899772644043,Barred
151.49068,2.5832424,UnBarred
151.51298,3.1097994,UnBarred
151.59362,52.813381,UnBarred
151.60347,1.2328907,UnBarred
151.6466,52.942501068115234,Barred
151.66821,38.168859,UnBarred
151.6741,62.528099060058594,Barred
151.68574,43.888573,UnBarred
151.6867,18.66939926147461,Barred
151.7112,52.839500427246094,Barred
151.7245,9.386899948120117,Barred
151.7461,17.15290069580078,Barred
151.7583,62.605499267578125,Barred
151.81287,8.8649936,UnBarred
151.8407,36.15800094604492,Barred
151.88328,52.893753,UnBarred
151.89223,0.27724718,UnBarred
151.89978,58.21146,UnBarred
151.91448,46.157475,UnBarred
151.92991,9.3330313,UnBarred
151.93174,55.826261,UnBarred
151.97577,13.390829,UnBarred
152.06681,4.9153658,UnBarred
152.07542,43.006173,UnBarred
152.15353,38.647038,UnBarred
152.19924,-0.2698308,UnBarred
152.26345,-0.22709347,UnBarred
152.2852,62.393032,UnBarred
152.30729,38.582893,UnBarred
152.32003,54.210983,UnBarred
152.3769,-0.33390000462532043,Barred
152.43529,52.960712,UnBarred
152.4379,51.60820007324219,Barred
152.4634,3.547300100326538,Barred
152.50105,11.916561,UnBarred
152.5244,12.236100196838379,Barred
152.55962,53.176975,UnBarred
152.5728,54.55839920043945,Barred
152.6207,1.1162999868392944,Barred
152.6437,1.7786999940872192,Barred
152.6457,6.1673114,UnBarred
152.66374,11.612592,UnBarred
152.66884,7.5768717,UnBarred
152.6895,49.839900970458984,Barred
152.70707,54.21481,UnBarred
152.74365,-0.80387005,UnBarred
152.75535,3.2249379,UnBarred
152.77183,1.2240949,UnBarred
152.89625,9.2394341,UnBarred
152.909,25.27910041809082,Barred
152.9191,22.119600296020508,Barred
152.93143,37.218716,UnBarred
152.93991,55.399171,UnBarred
153.00344,3.3530769,UnBarred
153.01087,55.561602,UnBarred
153.1594,12.48009967803955,Barred
153.1662,15.87090015411377,Barred
153.23358,9.2011917,UnBarred
153.3597,50.445499420166016,Barred
153.37359,7.9043332,UnBarred
153.3989,7.844399929046631,Barred
153.46911,0.55096244,UnBarred
153.49609,-0.081587111,UnBarred
153.5688,55.87730026245117,Barred
153.57686,6.5128969,UnBarred
153.60521,50.132118,UnBarred
153.60708,-0.87185851,UnBarred
153.69121,-0.33934021,UnBarred
153.7021,25.13909912109375,Barred
153.7611,5.6768999099731445,Barred
153.78479,5.2433426,UnBarred
153.8631,25.047199249267578,Barred
153.9008,14.231599807739258,Barred
153.92403,7.0521485,UnBarred
153.95464,59.965345,UnBarred
153.9836,56.145301818847656,Barred
153.99897,49.010692,UnBarred
154.0342,3.052500009536743,Barred
154.03942,39.543067,UnBarred
154.04271,58.427002,UnBarred
154.04984,3.6505587,UnBarred
154.08487,54.479776,UnBarred
154.10084,5.6953977,UnBarred
154.11815,3.5840991,UnBarred
154.1624,26.013999938964844,Barred
154.2187,7.326399803161621,Barred
154.2207,13.816900253295898,Barred
154.24182,8.6544475,UnBarred
154.27846,9.6062619,UnBarred
154.3032,29.63920021057129,Barred
154.36991,6.0119519,UnBarred
154.4034,6.393799781799316,Barred
154.42274,1.8240888,UnBarred
154.4526,20.7987003326416,Barred
154.486,18.958900451660156,Barred
154.52778,0.09994892,UnBarred
154.53575,6.4313445,UnBarred
154.5783,28.01849937438965,Barred
154.65142,59.669513,UnBarred
154.7396,27.694700241088867,Barred
154.79097,57.114537,UnBarred
154.80499,48.544773,UnBarred
154.82331,4.7630676,UnBarred
154.9426,56.23189926147461,Barred
154.9474,34.324100494384766,Barred
154.97172,4.3970154,UnBarred
154.9974,3.8043999671936035,Barred
155.0365,16.23419952392578,Barred
155.0697,1.2041000127792358,Barred
155.11111,46.804611,UnBarred
155.1224,21.90570068359375,Barred
155.12968,3.2277089,UnBarred
155.1386,58.62860107421875,Barred
155.163,47.979698181152344,Barred
155.16412,0.0022595689,UnBarred
155.1719,13.967700004577637,Barred
155.1802,13.672200202941895,Barred
155.22368,48.523366,UnBarred
155.24252,6.6418136,UnBarred
155.2572,13.998900413513184,Barred
155.30294,8.113943,UnBarred
155.3601,38.29650115966797,Barred
155.3721,0.15520000457763672,Barred
155.37271,5.9417706,UnBarred
155.38415,9.3733438,UnBarred
155.40139,6.0259344,UnBarred
155.40937,12.576123,UnBarred
155.4376,11.615044,UnBarred
155.44712,12.919218,UnBarred
155.45953,52.587115,UnBarred
155.51961,12.686142,UnBarred
155.60052,1.1982575,UnBarred
155.60282,57.03605,UnBarred
155.6083,1.9746999740600586,Barred
155.6494,13.9375,Barred
155.70092,3.7590771,UnBarred
155.7097,24.298099517822266,Barred
155.7196,12.658900260925293,Barred
155.84427,8.8669938,UnBarred
155.8778,53.024200439453125,Barred
155.88022,7.3433985,UnBarred
155.8825,18.335100173950195,Barred
155.8975,20.284900665283203,Barred
155.90907,13.957719,UnBarred
155.92175,41.920008,UnBarred
155.9314,37.845699310302734,Barred
155.9638,46.84560012817383,Barred
155.99911,6.4854009,UnBarred
156.0087,12.440500259399414,Barred
156.01125,45.225732,UnBarred
156.0381,17.058399200439453,Barred
156.0699,33.82080078125,Barred
156.0737,47.958499908447266,Barred
156.1198,4.679800033569336,Barred
156.1222,20.641199111938477,Barred
156.13574,47.826813,UnBarred
156.13836,8.1437524,UnBarred
156.1569,41.70119857788086,Barred
156.15919,47.974052,UnBarred
156.188,6.413400173187256,Barred
156.19352,46.456085,UnBarred
156.19411,48.439815,UnBarred
156.198,48.93730163574219,Barred
156.20971,-0.89526469,UnBarred
156.24046,47.753726,UnBarred
156.29798,47.739077,UnBarred
156.31976,52.054024,UnBarred
156.3332,13.522199630737305,Barred
156.33471,5.9299396,UnBarred
156.35766,47.478416,UnBarred
156.36291,40.43949,UnBarred
156.4194,15.188899993896484,Barred
156.42971,10.955919,UnBarred
156.44092,47.679756,UnBarred
156.51222,4.246646,UnBarred
156.5153,65.891957,UnBarred
156.5398,18.409299850463867,Barred
156.5573,61.05120086669922,Barred
156.56841,57.293789,UnBarred
156.59056,39.953609,UnBarred
156.6363,-0.9054999947547913,Barred
156.63759,46.968921,UnBarred
156.6402,47.15589904785156,Barred
156.6552,47.112300872802734,Barred
156.6852,8.182100296020508,Barred
156.69562,9.731289,UnBarred
156.72167,62.336522,UnBarred
156.72749,-0.54149707,UnBarred
156.734,8.1522556,UnBarred
156.7573,9.379899978637695,Barred
156.76885,46.057844,UnBarred
156.78154,1.4928972,UnBarred
156.784,0.9656000137329102,Barred
156.8056,48.24480056762695,Barred
156.86753,2.912664,UnBarred
156.8831,11.090100288391113,Barred
156.88989,4.4667628,UnBarred
156.96056,2.119101,UnBarred
156.96182,2.6094625,UnBarred
156.9629,5.143400192260742,Barred
157.04215,49.977008,UnBarred
157.1007,18.712200164794922,Barred
157.1059,8.9834295,UnBarred
